tanggal,harga_surabayakota,harga_malangkota,harga_banyuwangikab,harga_blitarkab,harga_jombangkab,harga_madiunkab,harga_malangkab,harga_mojokertokab,harga_nganjukkab,harga_pasuruankab,harga_sidoarjokab,harga_situbondokab,harga_madiunkota
2020-01-13,33000,29600,32000,25000,29666,26000,29200,33000,30000,25833,29500,29333,30000
2020-01-14,33000,29600,32000,25000,29666,26000,30000,33000,30000,25833,29500,29333,30000
2020-01-15,33333,29600,32000,25000,29666,26000,30200,33000,30000,25833,29500,29333,30000
2020-01-16,33333,29600,32000,25000,29666,26000,30400,32500,30000,26333,29500,29333,30000
2020-01-17,34000,29600,32000,25000,29666,26000,30400,32500,30000,26333,29500,29333,30000
2020-01-18,34000,30000,32000,30000,29666,26000,30800,31500,30000,26333,29500,29333,30000
2020-01-19,34000,30000,32000,30000,29666,26000,30800,31500,30000,26333,29500,29333,30000
2020-01-20,33333,30000,32000,30000,29666,26000,31000,32000,30000,26333,29500,29333,30000
2020-01-21,31000,29800,32000,30000,29666,26000,31000,32000,30000,26333,29500,29333,30000
2020-01-22,31000,29800,32000,30000,29666,26000,31400,32000,30000,26333,29500,29333,30000
2020-01-23,32333,29800,32000,30000,29666,26000,31400,32000,30000,26333,29500,29333,30000
2020-01-24,32333,29800,32000,30000,29666,26000,31400,32000,30000,27000,29500,29333,30000
2020-01-25,32333,29800,32000,30000,29666,26000,31400,32000,30000,27000,29500,29333,30000
2020-01-26,32333,29800,32000,30000,29666,26000,31400,32000,30000,27000,29500,29333,30000
2020-01-27,30000,30000,32000,30000,29666,26000,30400,32000,30000,27000,29500,29333,30000
2020-01-28,30000,29800,32000,30000,29666,26000,30400,32000,30000,27000,30000,29333,30000
2020-01-29,30333,29800,32000,30000,29666,26000,30400,32000,30000,27000,29500,29333,30000
2020-01-30,30333,30000,32000,30000,29666,26000,30400,32000,30000,27000,29000,29333,30000
2020-01-31,31000,30000,32000,30000,29666,26000,30400,32000,30000,27000,29500,29333,30000
2020-02-01,31666,30400,32000,30000,29333,26000,30400,32000,28333,27000,29500,29333,30000
2020-02-02,31666,30400,32000,30000,29333,26000,30400,32000,28333,27000,29500,29333,30000
2020-02-03,33000,30400,32000,30000,29333,26500,30400,31500,28333,27000,29500,29333,30000
2020-02-04,33000,30400,32000,30000,29333,26000,30400,31500,28333,27000,29500,29333,30000
2020-02-05,33000,30400,32000,30000,29333,26000,30400,31500,28333,27000,29500,29333,30000
2020-02-06,33000,30400,30000,30000,29333,26000,26400,31500,28333,27000,29500,29333,30000
2020-02-07,33000,30400,30000,30000,29333,26000,26400,31500,28333,27000,29500,29333,30000
2020-02-08,33000,30200,30000,30000,29333,26000,26400,31500,28333,27000,30000,29333,30000
2020-02-09,33000,30200,30000,30000,29333,26000,30400,31500,28333,27000,30000,29333,30000
2020-02-10,33333,30200,30000,30000,29333,26000,30400,31500,28333,27000,30000,29333,30000
2020-02-11,35000,30200,30000,30000,28500,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-12,35000,30200,30000,30000,28500,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-13,35000,30200,30000,30000,29333,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-14,33333,30200,30000,30000,29333,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-15,31666,30200,30000,30000,29333,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-16,33333,30200,30000,30000,29333,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-17,33000,29800,30000,30000,29333,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-18,31666,29800,30000,30000,29333,26000,31000,31500,28333,27000,30000,29333,30000
2020-02-19,33000,29800,30000,30000,29333,26000,32000,32000,28333,27000,30000,29333,30000
2020-02-20,33000,29800,30000,30000,29333,26000,32000,32000,28333,27000,30000,29333,30000
2020-02-21,33666,29800,30000,30000,29333,26000,30000,32000,28333,27000,30000,29333,30000
2020-02-22,33666,29800,30000,30000,29333,26000,30000,32000,28333,27000,30000,29333,30000
2020-02-23,33666,29800,30000,30000,29333,26000,30000,32000,28333,27000,30000,29333,30000
2020-02-24,33666,30200,30000,30000,30000,26000,30000,32000,28333,27000,30000,29333,30000
2020-02-25,33666,30200,30000,30000,30000,26000,30400,32000,28333,27000,30000,29333,30000
2020-02-26,33666,30200,30000,30000,30000,27000,30400,32000,28333,27000,30000,29333,30000
2020-02-27,33666,30200,30000,30000,30000,27000,30400,32000,28333,27000,30000,29333,30000
2020-02-28,33666,30200,30000,30000,30000,27000,30400,32000,28333,27000,30000,29333,30000
2020-02-29,33666,30200,30000,30000,30000,27000,30400,32000,28333,27000,30000,29333,30000
2020-03-01,33666,30200,30000,30000,30000,27000,30400,32000,28333,27000,30000,29333,30000
2020-03-02,33666,30200,30000,30000,30000,27000,30200,32500,28333,27000,30000,29333,30000
2020-03-03,33666,30200,30000,30000,30000,27000,30200,32500,28333,27000,30000,29333,30000
2020-03-04,33000,30200,30000,30000,31000,27000,30200,32500,28333,27000,30000,29333,30000
2020-03-05,33000,30000,30000,30000,31000,27000,30000,31500,28333,27000,30000,29333,30000
2020-03-06,33000,30000,30000,30000,31000,27000,31000,31500,28333,27000,30000,29333,30000
2020-03-07,33000,30400,30000,30000,31000,27000,31000,31500,28333,27000,30000,29333,30000
2020-03-08,33000,30400,29800,30000,31000,27000,30200,31500,28333,27000,30000,29333,30000
2020-03-09,33000,30400,29800,30000,31000,27000,29600,33000,28333,27000,30000,29333,30000
2020-03-10,33000,30400,29800,30000,31000,27000,30600,33000,28333,27000,30000,29333,30000
2020-03-11,33000,30400,29800,30000,31000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-12,33000,30400,29800,30000,31000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-13,33000,30400,29800,30000,31000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-14,33000,30400,29800,30000,31000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-15,33000,30400,29800,30000,31000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-16,33000,30200,29800,30000,30000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-17,33000,30200,29800,30000,30000,27000,30800,33000,28333,27000,30000,29333,30000
2020-03-18,33000,30200,29800,30000,30000,27000,30400,32000,28333,27000,29500,29333,30000
2020-03-19,33000,30200,29800,30000,30000,27000,29800,32000,28333,27000,30000,29333,30000
2020-03-20,33000,30200,29800,30000,30000,27000,29800,32000,28333,27000,30000,29333,30000
2020-03-21,33000,30200,29800,30000,30000,27000,30000,32000,28333,27000,30000,29333,30000
2020-03-22,33000,30200,29800,30000,30000,27000,30000,32000,28333,27000,30000,29333,30000
2020-03-23,33000,30200,29800,30000,30000,27000,28800,32000,28333,27000,30000,29333,30000
2020-03-24,33000,30200,29800,30000,30000,27000,28800,31000,28333,27000,30000,29333,30000
2020-03-25,33000,30200,29800,30000,30000,27000,28800,31000,28333,27000,30000,29333,30000
2020-03-26,31666,30200,29800,30000,30000,27000,28800,31000,28333,27000,30000,29333,30000
2020-03-27,32333,30200,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-03-28,32333,30200,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-03-29,31666,30200,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-03-30,31666,30200,29800,30000,30000,27000,29000,30500,28333,27000,30000,29333,30000
2020-03-31,31666,30400,29800,30000,30000,27000,29000,30500,28333,27000,30000,29333,30000
2020-04-01,31666,30400,29800,30000,30000,27000,29000,30500,28333,27000,30000,29333,30000
2020-04-02,31666,30000,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-04-03,31666,30000,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-04-04,31666,30000,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-04-05,31666,30000,29800,30000,30000,27000,29000,31000,28333,27000,30000,29333,30000
2020-04-06,32333,30000,29800,30000,30000,27000,29000,30500,28333,27000,30000,29333,30000
2020-04-07,32333,30000,29800,30000,30000,27000,29000,30500,28333,27000,30000,29333,30000
2020-04-08,33000,30000,29800,30000,30000,27000,28600,30500,28333,27000,30000,29333,30000
2020-04-09,32333,30400,29800,30000,30000,27000,28600,31500,28333,27000,30000,29333,30000
2020-04-10,33000,30400,29800,30000,30000,27000,28600,31500,28333,27000,30000,29333,30000
2020-04-11,33000,30400,29800,30000,30000,27000,28600,31500,28333,27000,30000,29333,30000
2020-04-12,33000,30000,29800,30000,30000,27000,28600,31500,28333,27000,30000,29333,30000
2020-04-13,35000,30000,29800,30000,30000,27000,28600,32000,28333,27000,30000,29333,30000
2020-04-14,33000,30000,29800,30000,30000,27000,28600,32000,28333,27000,30000,29333,30000
2020-04-15,33000,29600,30000,30000,30000,27000,28600,32000,28333,27000,30000,29333,30000
2020-04-16,33000,29600,30000,30000,30000,27000,28600,32000,28333,27000,30000,29333,30000
2020-04-17,33000,30400,30000,30000,30000,27000,28600,32000,28333,27000,30000,29333,30000
2020-04-18,33000,30400,30000,30000,30000,27000,28600,32000,28333,27000,30000,29333,30000
2020-04-19,33000,30400,30000,30000,30000,27000,28800,31000,28333,27000,30000,29333,30000
2020-04-20,33000,30400,30000,30000,30000,27000,28800,32000,28333,27000,30000,29333,30000
2020-04-21,33000,30400,29800,30000,30000,27000,28800,32000,28333,27000,30000,29333,30000
2020-04-22,33000,30400,29800,30000,30000,27000,28800,30500,28333,27000,30000,29333,30000
2020-04-23,33000,31000,29800,30000,30000,27000,28600,30500,28333,26333,30000,29333,30000
2020-04-24,33333,31000,29800,30000,30000,27000,28600,30500,28333,26333,30000,29333,30000
2020-04-25,33333,31400,29800,30000,30000,27000,28600,30500,28333,26333,30000,29333,30000
2020-04-26,33333,31000,29800,30000,30000,27000,28600,30500,28333,26333,30000,29333,30000
2020-04-27,33333,31000,30000,30000,30000,27000,28600,31500,28333,26333,30000,29333,30000
2020-04-28,33333,30600,30000,30000,30000,27000,29400,31500,28333,26333,30000,29333,30000
2020-04-29,33000,30600,30000,30000,30000,27000,29400,31500,28333,26333,30000,29333,30000
2020-04-30,33000,30600,30000,30000,30000,27000,29400,31500,28333,26333,30500,29333,30000
2020-05-01,33000,30600,30000,30000,30000,27000,29400,31500,28333,26333,30500,24500,30000
2020-05-02,33666,31000,30000,30000,30000,27000,29401,31500,28333,26333,30500,24500,30000
2020-05-03,33666,31400,30000,30000,30000,27000,29400,31500,28333,26333,30500,20666,30000
2020-05-04,33666,31400,30000,30000,30000,27000,29400,32000,28333,26333,30500,20666,30000
2020-05-05,33666,31400,30000,30000,30000,27000,29400,32000,28333,26333,30500,20666,30000
2020-05-06,33666,31400,30000,30000,30000,27000,29400,31500,28333,26333,30500,20666,30000
2020-05-07,33666,31400,30000,30000,30000,27000,28400,31500,28333,26333,30500,20666,30000
2020-05-08,35000,31400,30000,30000,30000,27000,28400,31500,28333,26333,30500,20666,30000
2020-05-09,33666,31400,30000,30000,30000,27000,28400,31500,28333,26333,30500,20666,30000
2020-05-10,33666,31800,30000,30000,30000,27000,28600,31500,28333,26333,30500,20666,30000
2020-05-11,34333,31800,30000,30000,30000,27000,28600,32000,28333,26333,30500,20666,30000
2020-05-12,34333,31800,30000,30000,30000,27000,28600,32000,28333,26333,30500,20666,30000
2020-05-13,33666,31800,30000,30000,30000,27000,28600,32000,28333,26333,30500,20666,30000
2020-05-14,33666,31800,30000,30000,30000,27000,28600,32000,28333,26333,30500,20666,30000
2020-05-15,33666,31800,30000,30000,30000,27000,28600,32000,28333,26333,30500,20666,30000
2020-05-16,33666,31800,30000,30000,29166,27000,28600,32500,28333,26333,30500,20666,30000
2020-05-17,33666,31800,30000,30000,29166,27000,28600,32500,25000,26666,30500,20666,30000
2020-05-18,33666,31400,30000,30000,29166,27000,28600,32000,25000,26666,30500,20666,30000
2020-05-19,33000,31400,30000,30000,29166,27000,28600,32000,25000,26666,30500,20666,30000
2020-05-20,33000,31400,30000,30000,29166,27000,27600,32000,25000,26666,30500,20666,30000
2020-05-21,33000,31800,30000,30000,29166,27000,27600,32000,25000,26666,30500,20666,30000
2020-05-22,33000,31800,30000,30000,29166,27000,27600,32000,25000,26666,30500,20666,30000
2020-05-23,33000,31800,30000,30000,29166,27000,27600,34000,25000,26666,30500,20666,30000
2020-05-24,36000,31400,30000,30000,29166,27000,27600,34000,25000,26666,31000,20666,30000
2020-05-25,36000,31400,30000,30000,29166,27000,27600,34250,25000,26666,30500,20666,30000
2020-05-26,36000,31400,30000,30000,29166,27000,27600,34500,25000,26666,30500,20666,30000
2020-05-27,36000,31400,30000,30000,29166,27000,27600,34500,25000,26666,30500,20666,30000
2020-05-28,36000,31400,30000,30000,29166,27000,27600,34500,25000,26666,30500,20666,30000
2020-05-29,36000,32000,30000,30000,29166,27000,27600,34500,25000,26666,30500,20666,30000
2020-05-30,34000,32000,30000,30000,29166,27000,27600,32500,25000,26666,30500,20666,30000
2020-05-31,34000,32000,30000,30000,29166,27000,27600,32500,25000,26666,30500,24333,30000
2020-06-01,34000,32000,30000,30000,29166,27000,27600,33500,25000,26666,30500,24333,30000
2020-06-02,34000,31600,30000,30000,29166,27000,27600,33500,25000,26666,30500,24333,30000
2020-06-03,36000,31600,30000,30000,29166,27000,27600,34500,26666,26666,30500,24333,30000
2020-06-04,36000,31600,30000,30000,29166,27000,27600,34500,26666,26666,30500,24333,30000
2020-06-05,36000,31600,30000,30000,29166,27000,27600,35500,26666,26666,30500,24333,30000
2020-06-06,36000,31600,30000,30000,29166,27000,27600,35500,26666,26666,30500,24333,30000
2020-06-07,36000,31600,30000,30000,29166,27000,27600,35500,26666,26666,30500,24333,30000
2020-06-08,36000,31600,30000,30000,29166,27000,31000,34500,26666,26666,30500,24333,30000
2020-06-09,36000,31600,30000,30000,29166,27000,29800,34500,26666,26666,30500,24333,30000
2020-06-10,36000,31400,30000,30000,29166,27000,29800,34500,26666,26666,30500,24333,30000
2020-06-11,36000,31400,30000,30000,29166,27000,29800,34500,26666,26666,30500,24333,30000
2020-06-12,36000,31200,30000,30000,29166,27000,29800,34500,26666,26666,30500,24333,30000
2020-06-13,36000,31200,30000,30000,29166,27000,29800,34500,26666,26666,30500,24333,30000
2020-06-14,36000,31200,30000,30000,29166,27000,29800,34500,26666,26666,30500,24333,30000
2020-06-15,36000,31600,30000,30000,29166,27000,29800,35500,26666,26666,30500,24333,30000
2020-06-16,34000,31600,30000,30000,29166,27000,29800,35500,26666,26666,30500,24333,30000
2020-06-17,34000,31600,30000,30000,29166,27000,29800,35500,26666,26666,30000,24333,30000
2020-06-18,34000,31600,30000,30000,29166,27000,29800,34500,26666,26666,30000,24333,30000
2020-06-19,34000,31400,30000,30000,29166,27000,29800,34500,26666,26666,30000,24333,30000
2020-06-20,36000,31400,30000,30000,29166,27000,29800,34500,26666,27000,30000,24333,30000
2020-06-21,36000,31400,30000,30000,29166,27000,29800,34500,26666,27000,30000,24333,30000
2020-06-22,36000,32400,30000,30000,29166,27000,29800,34500,26666,27000,30000,24333,30000
2020-06-23,36000,32400,30000,30000,29166,27000,29800,34500,26666,27000,30000,24333,30000
2020-06-24,36000,32400,30000,30000,29166,27000,29800,34500,26666,27666,30000,24333,30000
2020-06-25,34000,31800,30000,30000,29166,27000,29800,34500,26666,27666,30000,24333,30000
2020-06-26,34000,31800,30000,30000,29166,27000,29800,34500,26666,27666,30000,24333,30000
2020-06-27,34000,31800,30000,30000,29166,27000,31000,34500,26666,27666,30000,24333,30000
2020-06-28,34000,31800,30000,30000,29166,27000,31000,34500,26666,27666,30000,24333,30000
2020-06-29,36000,31800,30000,30000,29166,27000,31000,34500,26666,27666,30000,24333,30000
2020-06-30,36000,31800,30000,30000,29166,27000,31000,34500,26000,27666,30000,24333,30000
2020-07-01,34000,31800,30000,30000,29166,27500,31000,34500,26000,28000,30000,24333,30000
2020-07-02,34000,31800,30000,30000,29166,27500,31000,34500,26000,28000,30000,24333,30000
2020-07-03,34000,31800,30000,30000,29166,27750,31000,34500,26000,28000,30000,24333,30000
2020-07-04,34000,31800,30000,30000,29166,27500,31000,34500,26000,28000,30000,24333,30000
2020-07-05,34000,31400,30000,30000,29166,27500,31000,34500,26000,28000,30000,24333,30000
2020-07-06,34000,31400,30000,30000,29166,27250,31000,35000,26000,28000,30000,24333,30000
2020-07-07,36000,31400,30000,30000,29166,27750,29800,35000,26000,28000,30000,24333,30000
2020-07-08,36000,31400,30000,30000,29166,27750,29800,35000,26000,28000,30000,24333,30000
2020-07-09,36000,31200,30000,30000,29166,27750,29800,35000,26000,28000,30000,24333,30000
2020-07-10,36000,31200,30000,30000,29166,27750,29800,35500,26000,28000,30000,24333,30000
2020-07-11,36000,31200,30000,30000,29166,27750,29800,35500,26000,28000,30000,24333,30000
2020-07-12,36000,31200,30000,30000,29166,27750,29800,35500,26000,28000,30000,24333,30000
2020-07-13,36000,31400,30000,30000,29166,27750,29800,35000,26000,28000,30000,24333,30000
2020-07-14,36000,31600,30000,30000,29166,27750,29800,35000,26000,28000,30000,24333,30000
2020-07-15,34000,31600,30000,30000,29166,27750,29800,35000,26000,28000,30000,24333,30000
2020-07-16,34000,31600,30000,30000,29166,27750,29800,34000,26000,28000,30000,24333,30000
2020-07-17,34000,31600,30000,30000,29166,27750,29800,34000,26000,28000,30000,24333,30000
2020-07-18,34000,31600,30000,30000,29166,27750,29800,34000,26000,28000,30000,28166,30000
2020-07-19,34000,31600,30000,30000,29166,27750,29800,34000,26000,28000,30000,28166,30000
2020-07-20,34000,31600,30000,30000,29166,27750,29800,35000,26000,28000,30000,28166,30000
2020-07-21,34000,31600,30000,30000,29166,27750,29800,35000,26000,28000,30000,28166,30000
2020-07-22,34000,31600,30000,30000,29166,27750,29800,33000,26000,28000,30000,28166,30000
2020-07-23,34000,31600,30000,30000,29166,27500,29800,33000,26000,28000,30000,28166,30000
2020-07-24,34000,31400,30000,30000,29166,27500,29800,33000,26000,28000,30000,28166,30000
2020-07-25,34000,31400,30000,30000,29166,27500,29800,33000,26000,28000,30000,28500,30000
2020-07-26,34000,31400,30000,30000,29166,27500,29800,33000,26000,28000,30000,28500,30000
2020-07-27,34000,31400,30000,30000,29166,27500,29800,33250,26000,28000,30000,28666,30000
2020-07-28,36000,31400,30000,30000,29166,27500,29800,33000,26000,28000,30000,28666,30000
2020-07-29,34000,31400,30000,30000,29166,27500,30000,33000,26000,28000,30000,28666,30000
2020-07-30,36000,31400,30000,30000,29166,27500,30000,34000,26000,28000,30000,28666,30000
2020-07-31,34000,31400,30000,30000,29166,27500,30000,34000,26000,28000,30000,28666,30000
2020-08-01,34000,31400,30000,30000,29166,27500,30000,34000,26000,28000,30000,27333,30000
2020-08-02,34000,31400,30000,30000,29166,27500,30000,34000,26000,28000,30000,27333,30000
2020-08-03,34000,31400,30000,30000,29166,27500,29500,33000,26000,28000,30000,27333,30000
2020-08-04,38000,31400,30000,30000,29166,27500,29500,33000,26000,28000,30000,27333,30000
2020-08-05,40000,31400,30000,30000,29166,27500,29500,33000,26000,28000,30000,27333,30000
2020-08-06,40000,31400,30000,30000,29166,27500,29500,34000,26000,28000,30000,27333,30000
2020-08-07,36000,31400,30000,30000,29166,27500,29500,34000,26000,28000,30000,27333,30000
2020-08-08,36000,31400,30000,30000,29166,27500,29500,34000,26000,28000,30000,27333,30000
2020-08-09,36000,31400,30000,30000,29166,27500,29500,34000,26000,28000,30000,27333,30000
2020-08-10,36000,31400,30000,30000,29166,27500,29500,34250,26000,28000,30000,27333,30000
2020-08-11,36000,31400,30000,30000,29166,27500,29500,33500,26000,28000,30000,27333,30000
2020-08-12,36000,31400,30000,30000,29166,27500,30500,33500,26000,28000,30000,27333,30000
2020-08-13,36000,31400,30000,30000,29166,27000,30800,33500,26000,28000,30000,27333,30000
2020-08-14,36000,31400,30000,30000,29166,27000,30800,33500,26000,28000,30000,27333,30000
2020-08-15,36000,31400,30000,30000,29166,27000,30800,34000,26000,28000,30000,27333,30000
2020-08-16,36000,31400,30000,30000,29166,27000,30800,34000,26000,28000,30000,27333,30000
2020-08-17,36000,31400,30000,30000,29166,27000,30800,34500,26000,28000,30000,27333,30000
2020-08-18,34000,31400,30000,30000,29166,27000,30800,34500,26000,28000,30000,27333,30000
2020-08-19,34000,31400,30000,30000,29166,27000,30800,35000,26000,28000,30000,27333,30000
2020-08-20,34000,31400,30000,30000,29166,27000,30800,35000,26000,28000,30000,27333,30000
2020-08-21,34000,31400,30000,30000,29166,27000,30800,33500,26000,28000,30000,27333,30000
2020-08-22,34000,31400,30000,30000,29166,27000,30800,33500,26000,28000,30000,27333,30000
2020-08-23,34000,31400,30000,30000,29166,27000,30800,33500,26000,28000,30000,27333,30000
2020-08-24,34000,31600,30000,30000,29166,28000,30800,34000,26000,28000,30000,27333,30000
2020-08-25,34000,31600,30000,30000,25000,28000,30800,34000,26000,28000,30000,27333,30000
2020-08-26,34000,31600,30000,30000,27500,28000,30800,34000,26000,28000,30000,27333,30000
2020-08-27,34000,31600,30000,30000,27500,28000,30800,32000,26000,28000,30000,27333,30000
2020-08-28,34000,31600,30000,30000,27500,28000,30800,32000,26000,28000,30000,27333,30000
2020-08-29,34000,32200,30000,30000,27500,28000,31000,32000,26000,28000,30000,27333,30000
2020-08-30,34000,32200,30000,30000,27500,28000,29800,32000,26000,28000,30000,27333,30000
2020-08-31,34000,32000,30000,30000,27500,28000,29800,33500,26000,28000,30000,27333,30000
2020-09-01,36000,32000,30000,30000,27500,28000,29800,33500,26000,28000,30000,27333,30000
2020-09-02,36000,32000,30000,30000,27500,28000,29800,33500,26000,28000,30000,27333,30000
2020-09-03,36000,32000,30000,30000,27500,28000,29800,34500,26000,28000,30000,27333,30000
2020-09-04,36000,32000,30000,30000,27500,28000,29600,34500,26000,28000,30000,27333,30000
2020-09-05,36000,32000,30000,30000,27500,28000,29600,34000,26000,28000,30000,27333,30000
2020-09-06,36000,32000,30000,30000,27500,28000,29600,34000,26000,28000,30000,27333,30000
2020-09-07,36000,32000,30000,30000,27500,28000,29600,35000,26000,28000,30000,27333,30000
2020-09-08,36000,32000,30000,30000,27500,28000,29600,35000,26000,28000,30000,27333,30000
2020-09-09,36000,32000,30000,30000,27500,28000,29800,35000,26000,28000,30000,27333,30000
2020-09-10,36000,32000,30000,30000,27500,28000,29800,35000,26000,28000,30000,27333,30000
2020-09-11,34000,32000,30000,30000,27500,28000,31800,35000,26000,28000,30000,27333,30000
2020-09-12,34000,32000,30000,30000,27500,28000,29800,35000,26000,28000,30000,27333,30000
2020-09-13,34000,32000,30000,30000,27500,28000,29800,35000,26000,28000,30000,27333,30000
2020-09-14,34000,32000,30000,30000,27500,27000,29800,35000,26000,28000,30000,27333,30000
2020-09-15,34000,32000,30000,30000,27500,27000,29800,35000,26000,28000,30000,27333,30000
2020-09-16,34000,32000,30000,30000,27500,27000,29800,35000,26000,28000,30000,27333,30000
2020-09-17,34000,32000,30000,30000,27500,27000,29800,33500,26000,27666,30000,27333,30000
2020-09-18,34000,32000,30000,30000,27500,27000,29800,33500,26000,27666,30000,27333,30000
2020-09-19,34000,32000,30000,30000,27500,27000,29800,33500,26000,27666,30000,27333,30000
2020-09-20,34000,32400,30000,30000,27500,27000,29800,33500,26000,27666,30000,27333,30000
2020-09-21,34000,32400,30000,30000,27500,27000,29800,35000,26000,27666,30000,27333,30000
2020-09-22,34000,32400,30000,30000,23333,27000,28800,35000,26000,27666,30000,27333,30000
2020-09-23,34000,32400,30000,30000,23333,27000,26600,35000,26000,27666,30000,27333,30000
2020-09-24,34000,32000,30000,30000,23333,27000,26600,33500,26000,27666,30000,27333,30000
2020-09-25,34000,32000,30000,30000,23333,27000,28800,33500,26000,27666,30000,27333,30000
2020-09-26,34000,32000,30000,30000,23333,27000,28800,33500,26000,27666,30000,27333,30000
2020-09-27,34000,32000,30000,30000,23333,27000,28800,33500,26000,27666,30000,27333,30000
2020-09-28,34000,32000,30000,30000,23333,27000,28800,34500,26000,27666,30000,27333,30000
2020-09-29,34000,32000,30000,30000,23333,27000,28800,34500,26000,27666,30000,27333,30000
2020-09-30,34000,32000,30000,30000,23333,27000,28800,34500,26000,27666,30000,27333,30000
2020-10-01,34000,32000,30000,30000,23333,27000,28900,34500,27000,27666,30000,27333,30000
2020-10-02,36000,32000,30000,30000,23333,27000,29000,33500,27000,27666,30000,27333,30000
2020-10-03,36000,32000,30000,30000,23333,27000,29100,33500,27000,27666,30000,27333,30000
2020-10-04,36000,32000,30000,30000,23333,27000,29100,33500,27000,27666,30000,27333,30000
2020-10-05,36000,32000,30000,30000,23333,27000,29000,33500,27000,27666,30000,27333,30000
2020-10-06,36000,32000,30000,30000,23333,27000,29100,33500,27000,27666,30000,27333,30000
2020-10-07,36000,32000,30000,30000,23333,27000,29100,33500,27000,27666,30000,27333,30000
2020-10-08,34000,32000,30000,30000,23333,27000,29000,33500,27000,27666,30000,27333,30000
2020-10-09,32000,32000,30000,30000,23333,27000,27200,33500,27000,27666,30000,27333,30000
2020-10-10,32000,32000,31000,30000,23333,27000,27200,33500,27000,27666,30000,27333,30000
2020-10-11,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-12,32000,32000,31000,30000,23333,27000,28900,34000,27000,27666,30000,27333,30000
2020-10-13,32000,32000,31000,30000,23333,27000,29000,34000,27000,27666,30000,27333,30000
2020-10-14,32000,32000,31000,30000,23333,27000,29000,34000,27000,27666,30000,27333,30000
2020-10-15,32000,32000,31000,30000,23333,27000,28900,34000,27000,27666,30000,27333,30000
2020-10-16,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-17,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-18,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-19,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-20,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-21,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-22,32000,32000,31000,30000,23333,27000,28900,33500,27000,27666,30000,27333,30000
2020-10-23,32000,32000,31000,30000,23333,27000,29000,33500,27000,27666,30000,27333,30000
2020-10-24,32000,32000,31000,30000,23333,27000,29000,34000,27000,27666,30000,27500,30000
2020-10-25,32000,32000,31000,30000,23333,27000,29000,34000,27000,27666,30000,27500,30000
2020-10-26,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-10-27,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-10-28,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-10-29,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-10-30,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-10-31,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-11-01,32000,32000,28000,30000,23333,27000,30600,33500,27000,27666,30000,27500,30000
2020-11-02,32000,32600,28000,30000,21000,27000,30600,33500,27000,27666,30000,27500,30000
2020-11-03,32000,32600,28000,30000,21000,27000,30600,33500,27000,27666,30000,27500,30000
2020-11-04,33000,32600,28000,30000,21000,27000,30600,33500,27000,27666,30000,27500,30000
2020-11-05,33000,32600,28000,30000,21000,27000,30600,35000,27000,27666,30000,27500,30000
2020-11-06,33000,32600,28000,30000,21000,27000,31000,35000,27000,27666,30000,27500,30000
2020-11-07,33000,32600,28000,30000,21000,27000,31000,35000,27000,27666,30000,27500,30000
2020-11-08,33000,32600,28000,30000,21000,27000,31000,35000,27000,27666,30000,27500,30000
